subject,balanced_accuracy
1,0.5611111111111111
2,0.5826149425287357
3,0.6000264270613107
4,0.7333333333333334
5,0.7032459425717852
6,0.6191813804173355
7,0.553370786516854
8,0.6055555555555555
10,0.6264683350357507
11,0.59812734082397
12,0.6000000000000001
14,0.6256554307116104
15,0.6193181818181819
16,0.5888888888888889
18,0.6888888888888889
19,0.6091136079900125
20,0.4944444444444444
21,0.6310728744939271
23,0.6131393298059964
25,0.6611111111111111
26,0.7388888888888889
27,0.5740950226244343
28,0.6250385921580734
29,0.6246987951807229
30,0.5722222222222222
31,0.5944444444444444
32,0.5026080476900149
33,0.6172114402451481
34,0.5777777777777777
35,0.5466124661246612
36,0.5376927096942775
37,0.7666666666666666
38,0.7247191011235955
39,0.5963146704464919
40,0.5330710955710956
41,0.7
42,0.5722222222222222
43,0.7188468158347676
44,0.637872340425532
45,0.5897129186602871
46,0.6237985650467037
47,0.6258169934640523
49,0.753968253968254
50,0.540365682137834
51,0.6666666666666666
52,0.7132936507936508
53,0.5882663847780127
54,0.5660377358490566
55,0.7055555555555555
56,0.5858305586385497
57,0.7704809725158562
58,0.5135101010101011
59,0.6707219251336898
60,0.6787917017101206
61,0.6546816479400749
62,0.6237961476725522
63,0.5309561128526645
64,0.6333333333333333
65,0.6285427807486631
66,0.6012623110001387
67,0.55
68,0.6117211440245148
69,0.55
70,0.5222222222222221
71,0.6222222222222222
72,0.6277777777777778
73,0.5318428184281843
74,0.6277777777777778
75,0.6406013411204845
76,0.6632530120481928
77,0.776135741652983
78,0.6107954545454546
79,0.6563299232736572
80,0.6313953488372093
81,0.8833333333333333
82,0.6111111111111112
83,0.73187414500684
84,0.6013173188686556
85,0.5923622257891921
86,0.5954022988505747
87,0.6672077922077921
89,0.7076174112256587
90,0.5795454545454546
91,0.6669167291822955
93,0.5573136427566807
94,0.7718194254445965
95,0.621875
96,0.6932010135135135
97,0.611068934102642
98,0.5611111111111111
99,0.503030303030303
101,0.6
102,0.5944444444444444
103,0.5301204819277108
104,0.5856257264626115
105,0.6355072463768116
106,0.4581818181818182
107,0.4443196405648267
108,0.7015984015984016
