subject,balanced_accuracy
1,0.5539950062421972
2,0.5917763157894737
3,0.5801495016611296
4,0.7303370786516854
5,0.7256554307116105
6,0.6443236714975845
7,0.5753211629479378
8,0.5874735729386893
10,0.6080246913580247
11,0.5813358302122347
12,0.5920724094881398
14,0.6535580524344569
15,0.6133333333333333
16,0.5908863920099875
18,0.7166666666666666
19,0.61268603827073
20,0.5222222222222223
21,0.6408974358974359
23,0.5547619047619048
25,0.6833333333333333
26,0.7611111111111111
27,0.5946589106292967
28,0.6136501210653753
29,0.6015394912985275
30,0.5722222222222222
31,0.6045709908069459
33,0.6059754851889684
34,0.5777777777777777
35,0.5299457994579946
36,0.5789473684210527
37,0.7933333333333333
38,0.7141600108298363
39,0.5897654584221748
40,0.5838235294117647
41,0.6833333333333333
42,0.5722222222222222
43,0.696969696969697
45,0.640650406504065
46,0.6204665054757503
47,0.6147058823529412
50,0.532051282051282
51,0.6666666666666666
52,0.6609336609336609
53,0.5901247401247401
55,0.7
57,0.7941084544460072
58,0.5145979020979021
59,0.633682514101531
60,0.6839544513457557
61,0.649780701754386
62,0.5851391118245051
63,0.5426847218133647
64,0.6429463171036205
65,0.6294117647058823
66,0.5903409090909091
67,0.5388888888888889
68,0.6326219512195121
69,0.5798377028714108
70,0.5111111111111111
71,0.6050156739811913
72,0.6
73,0.5357723577235772
74,0.5944444444444444
76,0.651673360107095
78,0.630030487804878
79,0.6733333333333333
80,0.6124025513819986
81,0.8555555555555556
82,0.6186878470876921
83,0.7355661881977671
84,0.5945945945945945
85,0.6524709302325582
86,0.5413436692506459
87,0.6312997347480106
88,0.4718205413422321
89,0.7016609392898052
90,0.5681818181818181
91,0.69
92,0.512987012987013
93,0.5540787623066105
94,0.7215399149740198
95,0.5970394736842105
96,0.724633431085044
97,0.6479328165374677
98,0.5555555555555556
100,0.6115384615384616
101,0.6123595505617978
102,0.5833333333333333
103,0.5474098057354302
104,0.5742606224977399
105,0.6216953073364178
106,0.4282051282051282
107,0.4310600444773906
108,0.7123376623376624
