subject,balanced_accuracy
1,0.5611111111111111
2,0.6055555555555556
3,0.5888888888888889
4,0.7
5,0.7055555555555555
6,0.6055555555555556
7,0.5444444444444444
8,0.6055555555555555
9,0.7444444444444445
10,0.6055555555555555
11,0.5722222222222222
12,0.6166666666666667
13,0.6666666666666667
14,0.6388888888888888
15,0.6388888888888888
16,0.5777777777777778
17,0.6166666666666667
18,0.7
19,0.6055555555555555
20,0.4888888888888889
21,0.6683462532299742
22,0.6777777777777778
23,0.5777777777777777
24,0.5537037037037037
25,0.6499999999999999
26,0.7388888888888889
27,0.5903508771929824
28,0.6166666666666667
29,0.6413654618473896
30,0.5722222222222222
31,0.6111111111111112
32,0.5179324894514769
33,0.6055555555555555
34,0.5722222222222222
35,0.5294037940379404
36,0.5666666666666667
37,0.6933333333333334
38,0.7277777777777779
39,0.6055555555555555
40,0.5569444444444445
41,0.6888888888888889
42,0.5666666666666667
43,0.7
44,0.5833333333333334
45,0.6222222222222222
46,0.5777777777777777
47,0.6042483660130719
48,0.6277777777777778
49,0.7555555555555555
50,0.5252461322081575
51,0.6833333333333333
52,0.7
53,0.5722222222222222
54,0.6108585858585859
55,0.6777777777777778
56,0.5833333333333333
57,0.8016795865633075
58,0.5388888888888889
59,0.6248366013071895
60,0.7055555555555555
61,0.6611111111111111
62,0.5623015873015873
63,0.55
64,0.6777777777777778
65,0.6055555555555556
66,0.610840108401084
67,0.5333333333333333
68,0.5888888888888889
69,0.5833333333333333
70,0.5388888888888889
71,0.6444444444444444
72,0.6222222222222222
73,0.5856368563685637
74,0.6111111111111112
75,0.6444444444444444
76,0.6521419009370817
77,0.7722222222222221
78,0.5987654320987654
79,0.6833333333333333
80,0.6000000000000001
81,0.8611111111111112
82,0.6166666666666667
83,0.7277777777777779
84,0.5777777777777777
85,0.6055555555555556
86,0.6
87,0.6499999999999999
88,0.4581552706552707
89,0.7028636884306987
90,0.5833333333333334
91,0.6727994227994227
92,0.5231481481481481
93,0.56875
94,0.7611111111111111
95,0.5777777777777777
96,0.6849206349206349
97,0.6200854700854701
98,0.5388888888888889
99,0.55
100,0.6527777777777778
101,0.5722222222222222
102,0.5944444444444444
103,0.5509803921568628
104,0.5770114942528736
105,0.6444444444444444
106,0.4455988455988456
107,0.4611111111111111
108,0.7
109,0.6055555555555556
