balanced_accuracy,macro_f1,accuracy,mcc,sensitivity,specificity,roc_auc,average_precision,experiment,model,fold,n_train_epochs,n_test_epochs,n_train_subjects,n_test_subjects
0.6088674553220186,0.6082568618997762,0.6090283091048202,0.2185228076593732,0.5668202764976958,0.6509146341463414,0.6525844645927258,0.6635843203390637,E05_none,erd_lr,1,15504,3921,87,22
0.6069293520665822,0.6067281224670642,0.6069070594210259,0.21406287298585305,0.5849822425164891,0.6288764616166751,0.6566727461769629,0.6422899454554503,E05_none,erd_lr,2,15487,3938,87,22
0.6097932971334505,0.609790637934372,0.6099165190994181,0.21964249477761616,0.6211211211211212,0.59846547314578,0.6552419427099734,0.6608999722810869,E05_none,erd_lr,3,15472,3953,87,22
0.6354501676990586,0.6354084464017513,0.635427394438723,0.2709385577590858,0.6266050333846944,0.6442953020134228,0.6858168942118437,0.6687812882038464,E05_none,erd_lr,4,15541,3884,87,22
0.6315647083122145,0.6313874946258282,0.6315366049879324,0.26335678459472944,0.6525241675617616,0.6106052490626673,0.6744169322226679,0.6772281246925074,E05_none,erd_lr,5,15696,3729,88,21
