subject,balanced_accuracy
1,0.5222222222222221
2,0.5911637931034484
3,0.4431818181818182
4,0.6888888888888889
5,0.5451935081148565
6,0.6039994649545211
7,0.6438968335035751
8,0.5555555555555556
10,0.5001276813074566
11,0.5570536828963795
12,0.5555555555555556
14,0.519538077403246
15,0.5
16,0.5722222222222222
18,0.5
19,0.5307740324594257
20,0.4222222222222223
21,0.646255060728745
23,0.6833333333333333
25,0.5666666666666667
26,0.5055555555555555
27,0.5
28,0.5981784501389318
29,0.6896251673360108
30,0.5166666666666666
31,0.5833333333333333
32,0.496833084947839
33,0.7679392236976507
34,0.5944444444444444
35,0.4693766937669377
36,0.4891559968643846
37,0.5
38,0.5280898876404494
39,0.4995747696669029
40,0.4957750582750583
41,0.6277777777777778
42,0.5166666666666667
43,0.6480206540447504
44,0.5470212765957447
45,0.5767259056732741
46,0.552050900230134
47,0.5058823529411764
49,0.5714285714285714
50,0.5
51,0.4944444444444444
52,0.5476190476190477
53,0.4670983086680761
54,0.5188679245283019
55,0.5222222222222223
56,0.4942656307806141
57,0.5467758985200846
58,0.585479797979798
59,0.565975935828877
60,0.5247406784412671
61,0.8658551810237203
62,0.6637907972177635
63,0.5055512016718914
64,0.4777777777777778
65,0.5619652406417113
66,0.4984741295602719
67,0.5111111111111111
68,0.4908707865168539
69,0.5055555555555555
70,0.5444444444444444
71,0.6444444444444445
72,0.6388888888888888
73,0.5060975609756098
74,0.6166666666666667
75,0.7376162664936189
76,0.5
77,0.6784345922276956
78,0.525
79,0.7140878090366581
80,0.5102599179206566
81,0.5
82,0.5277777777777778
83,0.647264021887825
84,0.6350251840371949
85,0.6496789727126806
86,0.5045155993431856
87,0.5124458874458875
88,0.5244946369636964
89,0.5
90,0.5511363636363636
91,0.4825581395348837
92,0.52728654324399
93,0.6082981715893108
94,0.5051299589603283
95,0.515625
96,0.5249155405405406
97,0.504479198299423
98,0.5277777777777778
99,0.4564393939393939
100,0.5511904761904762
101,0.4333333333333333
102,0.4944444444444444
103,0.5783132530120482
104,0.5984114684230918
105,0.7195652173913043
106,0.4018939393939393
107,0.5524711168164314
108,0.7561438561438562
