balanced_accuracy,macro_f1,accuracy,mcc,sensitivity,specificity,roc_auc,average_precision,experiment,model,fold,n_train_epochs,n_test_epochs,n_train_subjects,n_test_subjects
0.5888851727982163,0.5887811892170398,0.5888036373969878,0.17773824286886672,0.5930434782608696,0.584726867335563,0.6301278012053059,0.6287179521327092,E01_sampling_rate_sensitivity,erd_lr,1,12896,3519,78,21
0.6596811543334589,0.6595922919380909,0.6597971867844292,0.3196600454312937,0.6805465191932336,0.6388157894736842,0.7243301201931308,0.7206621554435434,E01_sampling_rate_sensitivity,erd_lr,2,13358,3057,80,19
0.635546756784021,0.6355464126768922,0.6355465352276022,0.27109378704118203,0.6347826086956522,0.6363109048723898,0.6820811056188842,0.6693944575614038,E01_sampling_rate_sensitivity,erd_lr,3,12966,3449,79,20
0.6258216756835248,0.6256816363362727,0.6259566326530612,0.2519353136096248,0.6023091725465042,0.6493341788205453,0.6590797883136474,0.650991835680279,E01_sampling_rate_sensitivity,erd_lr,4,13279,3136,79,20
0.6001843884449908,0.599924094848552,0.6001843884449908,0.20063001095761274,0.5746773202212662,0.6256914566687154,0.6429101112941604,0.639938268173534,E01_sampling_rate_sensitivity,erd_lr,5,13161,3254,80,19
